candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
phpbb-C0161,phpbb,phpBB/download/file.php,1,326,sql_data_access,SQL/Data Access Region,36,avatar,,download;session,# . $attachment[,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0162,phpbb,phpBB/includes/bbcode.php,1,698,mixed_php_html_sql,SQL in Presentation Logic,113,,,HTML;PHP;bbcode_match;tags;their,.postimage;.syntaxdefault,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0163,phpbb,phpBB/includes/bbcode.php,52,141,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0164,phpbb,phpBB/includes/bbcode.php,141,461,sql_data_access,SQL/Data Access Region,61,,,bbcode_match,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0165,phpbb,phpBB/includes/bbcode.php,461,526,long_method_or_region,Long or Complex Region,20,,,,.postimage,,Extract Method,pending
phpbb-C0166,phpbb,phpBB/includes/functions.php,1,4834,mixed_php_html_sql,SQL in Presentation Logic,1032,cancel,,HTML;HTTP_VERSION;POST;a;an;array;cookie;custom;db;error;for;hidden;obtain_users_online;of;path;the;topic,#acp;#content;#errorpage;#page-footer;#page-header;#wrap;.[\w-]+;.avatar;.errorbox;.panel,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0167,phpbb,phpBB/includes/functions.php,149,231,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0168,phpbb,phpBB/includes/functions.php,380,438,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0169,phpbb,phpBB/includes/functions.php,469,563,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0170,phpbb,phpBB/includes/functions.php,563,941,sql_data_access,SQL/Data Access Region,48,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0171,phpbb,phpBB/includes/functions.php,985,1100,sql_data_access,SQL/Data Access Region,21,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0172,phpbb,phpBB/includes/functions.php,1100,1246,sql_data_access,SQL/Data Access Region,22,,,topic,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0173,phpbb,phpBB/includes/functions.php,1246,1354,sql_data_access,SQL/Data Access Region,20,,,a;cookie;for;of,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0174,phpbb,phpBB/includes/functions.php,1374,1495,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0175,phpbb,phpBB/includes/functions.php,1547,1645,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
phpbb-C0176,phpbb,phpBB/includes/functions.php,1645,1710,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0177,phpbb,phpBB/includes/functions.php,1710,1843,long_method_or_region,Long or Complex Region,22,,,,,,Extract Method,pending
phpbb-C0178,phpbb,phpBB/includes/functions.php,1843,1871,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0179,phpbb,phpBB/includes/functions.php,2076,2122,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0180,phpbb,phpBB/includes/functions.php,2122,2233,long_method_or_region,Long or Complex Region,20,cancel,,,,,Extract Method,pending
phpbb-C0181,phpbb,phpBB/includes/functions.php,2233,2498,long_method_or_region,Long or Complex Region,47,,,,,,Extract Method,pending
phpbb-C0182,phpbb,phpBB/includes/functions.php,2498,2593,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0183,phpbb,phpBB/includes/functions.php,2712,2748,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0184,phpbb,phpBB/includes/functions.php,2748,2842,long_method_or_region,Long or Complex Region,307,,,,.[\w-]+,,Extract Method,pending
phpbb-C0185,phpbb,phpBB/includes/functions.php,2930,2999,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0186,phpbb,phpBB/includes/functions.php,2999,3078,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0187,phpbb,phpBB/includes/functions.php,3078,3234,long_method_or_region,Long or Complex Region,33,,,,,,Extract Method,pending
phpbb-C0188,phpbb,phpBB/includes/functions.php,3234,3492,long_method_or_region,Long or Complex Region,44,,,,#acp;#content;#errorpage;#page-footer;#page-header;#wrap;.errorbox;.panel,,Extract Method,pending
phpbb-C0189,phpbb,phpBB/includes/functions.php,3520,3568,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0190,phpbb,phpBB/includes/functions.php,3568,3632,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0191,phpbb,phpBB/includes/functions.php,3632,3786,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0192,phpbb,phpBB/includes/functions.php,3821,3930,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0193,phpbb,phpBB/includes/functions.php,4054,4134,long_method_or_region,Long or Complex Region,12,,,,.avatar,,Extract Method,pending
phpbb-C0194,phpbb,phpBB/includes/functions.php,4134,4530,sql_data_access,SQL/Data Access Region,73,,,a,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0195,phpbb,phpBB/includes/functions.php,4608,4712,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0196,phpbb,phpBB/includes/functions_acp.php,1,719,mixed_php_html,Mixed PHP/HTML,141,,,,.radio,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0197,phpbb,phpBB/includes/functions_acp.php,25,146,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0198,phpbb,phpBB/includes/functions_acp.php,238,420,long_method_or_region,Long or Complex Region,60,,,,.radio,,Extract Method,pending
phpbb-C0199,phpbb,phpBB/includes/functions_acp.php,420,639,long_method_or_region,Long or Complex Region,44,,,,,,Extract Method,pending
phpbb-C0200,phpbb,phpBB/includes/functions_acp.php,639,706,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0201,phpbb,phpBB/includes/functions_admin.php,1,3105,sql_data_access,SQL/Data Access Region,384,,,a;chunks;clause;extensions;foe;foes;forum;one;pg_database;pg_proc;posted;sys;sysfiles;the;their;user_segments;where;which,.disabled-option;.sep,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0202,phpbb,phpBB/includes/functions_admin.php,66,161,sql_data_access,SQL/Data Access Region,19,,,,.disabled-option,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0203,phpbb,phpBB/includes/functions_admin.php,188,221,sql_data_access,SQL/Data Access Region,9,,,,.sep,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0204,phpbb,phpBB/includes/functions_admin.php,221,294,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0205,phpbb,phpBB/includes/functions_admin.php,294,346,sql_data_access,SQL/Data Access Region,8,,,one,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0206,phpbb,phpBB/includes/functions_admin.php,346,482,sql_data_access,SQL/Data Access Region,17,,,clause;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0207,phpbb,phpBB/includes/functions_admin.php,482,530,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0208,phpbb,phpBB/includes/functions_admin.php,530,606,sql_data_access,SQL/Data Access Region,8,,,where;which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0209,phpbb,phpBB/includes/functions_admin.php,606,735,sql_data_access,SQL/Data Access Region,5,,,posted,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0210,phpbb,phpBB/includes/functions_admin.php,735,875,sql_data_access,SQL/Data Access Region,13,,,the;which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0211,phpbb,phpBB/includes/functions_admin.php,875,1172,sql_data_access,SQL/Data Access Region,29,,,chunks;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0212,phpbb,phpBB/includes/functions_admin.php,1194,1248,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0213,phpbb,phpBB/includes/functions_admin.php,1248,1301,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0214,phpbb,phpBB/includes/functions_admin.php,1334,2272,sql_data_access,SQL/Data Access Region,136,,,a;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0215,phpbb,phpBB/includes/functions_admin.php,2272,2388,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0216,phpbb,phpBB/includes/functions_admin.php,2388,2430,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0217,phpbb,phpBB/includes/functions_admin.php,2430,2619,sql_data_access,SQL/Data Access Region,22,,,which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0218,phpbb,phpBB/includes/functions_admin.php,2640,2753,sql_data_access,SQL/Data Access Region,16,,,foes,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0219,phpbb,phpBB/includes/functions_admin.php,2753,2815,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0220,phpbb,phpBB/includes/functions_admin.php,2843,2985,sql_data_access,SQL/Data Access Region,26,,,pg_database;pg_proc;sys;sysfiles;the;user_segments,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0221,phpbb,phpBB/includes/functions_admin.php,2985,3027,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0222,phpbb,phpBB/includes/functions_compatibility.php,1,513,sql_data_access,SQL/Data Access Region,55,,,common;foe;remotely;specified;the;which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0223,phpbb,phpBB/includes/functions_compatibility.php,315,357,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0224,phpbb,phpBB/includes/functions_compress.php,37,107,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0225,phpbb,phpBB/includes/functions_compress.php,246,409,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
phpbb-C0226,phpbb,phpBB/includes/functions_compress.php,591,709,long_method_or_region,Long or Complex Region,25,,,,,,Extract Method,pending
phpbb-C0227,phpbb,phpBB/includes/functions_content.php,1,1760,mixed_php_html_sql,SQL in Presentation Logic,252,,,a;account;download;it;its;relative;templates;the;their;which,# . $attachment[;.postlink;.smilies;.username;.username-coloured,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0228,phpbb,phpBB/includes/functions_content.php,48,151,long_method_or_region,Long or Complex Region,9,,,,,,Extract Method,pending
phpbb-C0229,phpbb,phpBB/includes/functions_content.php,151,290,sql_data_access,SQL/Data Access Region,24,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0230,phpbb,phpBB/includes/functions_content.php,328,450,long_method_or_region,Long or Complex Region,25,,,,,,Extract Method,pending
phpbb-C0231,phpbb,phpBB/includes/functions_content.php,557,676,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0232,phpbb,phpBB/includes/functions_content.php,676,759,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0233,phpbb,phpBB/includes/functions_content.php,801,930,long_method_or_region,Long or Complex Region,30,,,,,,Extract Method,pending
phpbb-C0234,phpbb,phpBB/includes/functions_content.php,930,998,long_method_or_region,Long or Complex Region,10,,,,.postlink,,Extract Method,pending
phpbb-C0235,phpbb,phpBB/includes/functions_content.php,1046,1080,long_method_or_region,Long or Complex Region,12,,,,.smilies,,Extract Method,pending
phpbb-C0236,phpbb,phpBB/includes/functions_content.php,1080,1408,sql_data_access,SQL/Data Access Region,44,,,download;the,# . $attachment[,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0237,phpbb,phpBB/includes/functions_content.php,1432,1494,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0238,phpbb,phpBB/includes/functions_content.php,1499,1627,long_method_or_region,Long or Complex Region,26,,,,.username;.username-coloured,,Extract Method,pending
phpbb-C0239,phpbb,phpBB/includes/functions_convert.php,1,2514,sql_data_access,SQL/Data Access Region,372,,,a;any;days;execute_last;minutes;php;related;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0240,phpbb,phpBB/includes/functions_convert.php,330,396,long_method_or_region,Long or Complex Region,50,,,,,,Extract Method,pending
phpbb-C0241,phpbb,phpBB/includes/functions_convert.php,424,493,long_method_or_region,Long or Complex Region,17,,,,,,Extract Method,pending
phpbb-C0242,phpbb,phpBB/includes/functions_convert.php,796,846,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0243,phpbb,phpBB/includes/functions_convert.php,846,894,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0244,phpbb,phpBB/includes/functions_convert.php,940,1017,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0245,phpbb,phpBB/includes/functions_convert.php,1141,1189,sql_data_access,SQL/Data Access Region,6,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0246,phpbb,phpBB/includes/functions_convert.php,1189,1276,sql_data_access,SQL/Data Access Region,15,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0247,phpbb,phpBB/includes/functions_convert.php,1276,1321,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0248,phpbb,phpBB/includes/functions_convert.php,1380,1459,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0249,phpbb,phpBB/includes/functions_convert.php,1491,1694,sql_data_access,SQL/Data Access Region,40,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0250,phpbb,phpBB/includes/functions_convert.php,1716,1763,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0251,phpbb,phpBB/includes/functions_convert.php,1823,1945,sql_data_access,SQL/Data Access Region,6,,,any,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0252,phpbb,phpBB/includes/functions_convert.php,1945,2036,sql_data_access,SQL/Data Access Region,5,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0253,phpbb,phpBB/includes/functions_convert.php,2036,2114,sql_data_access,SQL/Data Access Region,9,,,related,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0254,phpbb,phpBB/includes/functions_convert.php,2114,2176,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0255,phpbb,phpBB/includes/functions_convert.php,2199,2312,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0256,phpbb,phpBB/includes/functions_convert.php,2369,2481,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0257,phpbb,phpBB/includes/functions_database_helper.php,1,210,sql_data_access,SQL/Data Access Region,22,,,a,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0258,phpbb,phpBB/includes/functions_database_helper.php,36,121,sql_data_access,SQL/Data Access Region,9,,,a,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0259,phpbb,phpBB/includes/functions_database_helper.php,121,211,sql_data_access,SQL/Data Access Region,12,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0260,phpbb,phpBB/includes/functions_display.php,1,1730,mixed_php_html_sql,SQL in Presentation Logic,264,unwatch;watch,,forum_data;it;the;this,.subforum,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0261,phpbb,phpBB/includes/functions_display.php,25,730,long_method_or_region,Long or Complex Region,119,,,,.subforum,,Extract Method,pending
phpbb-C0262,phpbb,phpBB/includes/functions_display.php,755,848,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0263,phpbb,phpBB/includes/functions_display.php,848,890,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0264,phpbb,phpBB/includes/functions_display.php,890,975,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0265,phpbb,phpBB/includes/functions_display.php,1004,1077,long_method_or_region,Long or Complex Region,15,,,,,,Extract Method,pending
phpbb-C0266,phpbb,phpBB/includes/functions_display.php,1166,1297,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0267,phpbb,phpBB/includes/functions_display.php,1297,1496,sql_data_access,SQL/Data Access Region,33,unwatch;watch,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0268,phpbb,phpBB/includes/functions_display.php,1496,1573,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0269,phpbb,phpBB/includes/functions_display.php,1573,1712,long_method_or_region,Long or Complex Region,31,,,,,,Extract Method,pending
phpbb-C0270,phpbb,phpBB/includes/functions_download.php,1,790,mixed_php_html_sql,SQL in Presentation Logic,117,,,PMs;a;database;domain;that,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0271,phpbb,phpBB/includes/functions_download.php,26,105,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0272,phpbb,phpBB/includes/functions_download.php,125,309,long_method_or_region,Long or Complex Region,32,,,,,,Extract Method,pending
phpbb-C0273,phpbb,phpBB/includes/functions_download.php,329,441,sql_data_access,SQL/Data Access Region,32,,,domain,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0274,phpbb,phpBB/includes/functions_download.php,560,641,long_method_or_region,Long or Complex Region,12,,,,,,Extract Method,pending
phpbb-C0275,phpbb,phpBB/includes/functions_jabber.php,1,904,mixed_php_html,Mixed PHP/HTML,123,,,,#bind_1;#reg_1;#reg_2;#sess_1,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0276,phpbb,phpBB/includes/functions_jabber.php,401,710,long_method_or_region,Long or Complex Region,54,,,,#bind_1;#reg_2;#sess_1,,Extract Method,pending
phpbb-C0277,phpbb,phpBB/includes/functions_jabber.php,852,905,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0278,phpbb,phpBB/includes/functions_mcp.php,1,743,sql_data_access,SQL/Data Access Region,115,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0279,phpbb,phpBB/includes/functions_mcp.php,109,198,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0280,phpbb,phpBB/includes/functions_mcp.php,274,328,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0281,phpbb,phpBB/includes/functions_mcp.php,372,674,sql_data_access,SQL/Data Access Region,61,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0282,phpbb,phpBB/includes/functions_mcp.php,674,744,sql_data_access,SQL/Data Access Region,14,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0283,phpbb,phpBB/includes/functions_messenger.php,207,293,long_method_or_region,Long or Complex Region,13,,,,,,Extract Method,pending
phpbb-C0284,phpbb,phpBB/includes/functions_messenger.php,316,404,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0285,phpbb,phpBB/includes/functions_messenger.php,517,615,long_method_or_region,Long or Complex Region,19,,,,,,Extract Method,pending
phpbb-C0286,phpbb,phpBB/includes/functions_messenger.php,615,687,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0287,phpbb,phpBB/includes/functions_messenger.php,783,966,long_method_or_region,Long or Complex Region,33,,,,,,Extract Method,pending
phpbb-C0288,phpbb,phpBB/includes/functions_messenger.php,966,1022,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0289,phpbb,phpBB/includes/functions_messenger.php,1022,1266,long_method_or_region,Long or Complex Region,48,,,,,,Extract Method,pending
phpbb-C0290,phpbb,phpBB/includes/functions_messenger.php,1345,1482,long_method_or_region,Long or Complex Region,27,,,,,,Extract Method,pending
phpbb-C0291,phpbb,phpBB/includes/functions_messenger.php,1660,1778,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0292,phpbb,phpBB/includes/functions_messenger.php,1778,1823,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0293,phpbb,phpBB/includes/functions_module.php,1,1145,sql_data_access,SQL/Data Access Region,199,,,being;given;old;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0294,phpbb,phpBB/includes/functions_module.php,83,331,sql_data_access,SQL/Data Access Region,53,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0295,phpbb,phpBB/includes/functions_module.php,331,377,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0296,phpbb,phpBB/includes/functions_module.php,388,481,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0297,phpbb,phpBB/includes/functions_module.php,481,556,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0298,phpbb,phpBB/includes/functions_module.php,556,691,long_method_or_region,Long or Complex Region,27,,,,,,Extract Method,pending
phpbb-C0299,phpbb,phpBB/includes/functions_module.php,814,954,long_method_or_region,Long or Complex Region,34,,,,,,Extract Method,pending
phpbb-C0300,phpbb,phpBB/includes/functions_module.php,1049,1103,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0301,phpbb,phpBB/includes/functions_posting.php,1,2744,mixed_php_html_sql,SQL in Presentation Logic,430,,,Poll;bumper;db;edit;entry;forum;forums;getimagesize;if;last;now;the;total,# . (int) $attach_row[,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0302,phpbb,phpBB/includes/functions_posting.php,25,177,sql_data_access,SQL/Data Access Region,17,,,last,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0303,phpbb,phpBB/includes/functions_posting.php,177,301,sql_data_access,SQL/Data Access Region,18,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0304,phpbb,phpBB/includes/functions_posting.php,455,520,long_method_or_region,Long or Complex Region,20,,,,,,Extract Method,pending
phpbb-C0305,phpbb,phpBB/includes/functions_posting.php,520,689,long_method_or_region,Long or Complex Region,31,,,,,,Extract Method,pending
phpbb-C0306,phpbb,phpBB/includes/functions_posting.php,781,910,sql_data_access,SQL/Data Access Region,17,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0307,phpbb,phpBB/includes/functions_posting.php,910,1180,sql_data_access,SQL/Data Access Region,39,,,now,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0308,phpbb,phpBB/includes/functions_posting.php,1180,1468,sql_data_access,SQL/Data Access Region,42,,,forums;last,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0309,phpbb,phpBB/includes/functions_posting.php,1468,2469,sql_data_access,SQL/Data Access Region,202,,,Poll;db;edit;entry;forum;if;the;total,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0310,phpbb,phpBB/includes/functions_posting.php,2469,2564,sql_data_access,SQL/Data Access Region,5,,,bumper;forum;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0311,phpbb,phpBB/includes/functions_posting.php,2598,2745,long_method_or_region,Long or Complex Region,18,,,,,,Extract Method,pending
phpbb-C0312,phpbb,phpBB/includes/functions_privmsgs.php,1,2264,mixed_php_html_sql,SQL in Presentation Logic,288,,,OUTBOX;Outbox;PM;PRIVMSGS_TABLE;Sentbox;a;any;appropriate;arrays;db;entry;folder;foreach;new;one;outbox;pm;the;their;unread;user;users,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0313,phpbb,phpBB/includes/functions_privmsgs.php,120,227,sql_data_access,SQL/Data Access Region,18,,,Sentbox,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0314,phpbb,phpBB/includes/functions_privmsgs.php,256,368,sql_data_access,SQL/Data Access Region,23,,,user,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0315,phpbb,phpBB/includes/functions_privmsgs.php,368,412,sql_data_access,SQL/Data Access Region,2,,,appropriate;new;unread,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0316,phpbb,phpBB/includes/functions_privmsgs.php,412,776,sql_data_access,SQL/Data Access Region,50,,,OUTBOX;a;any;arrays;folder;foreach;new;one;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0317,phpbb,phpBB/includes/functions_privmsgs.php,776,874,sql_data_access,SQL/Data Access Region,11,,,pm;unread,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0318,phpbb,phpBB/includes/functions_privmsgs.php,1014,1184,sql_data_access,SQL/Data Access Region,25,,,Outbox;PM;unread,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0319,phpbb,phpBB/includes/functions_privmsgs.php,1203,1401,sql_data_access,SQL/Data Access Region,20,,,the;their;users,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0320,phpbb,phpBB/includes/functions_privmsgs.php,1435,1580,sql_data_access,SQL/Data Access Region,25,,,users,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0321,phpbb,phpBB/includes/functions_privmsgs.php,1613,1967,sql_data_access,SQL/Data Access Region,49,,,db;entry;outbox,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0322,phpbb,phpBB/includes/functions_privmsgs.php,1967,2133,sql_data_access,SQL/Data Access Region,21,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0323,phpbb,phpBB/includes/functions_privmsgs.php,2183,2265,sql_data_access,SQL/Data Access Region,17,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0324,phpbb,phpBB/includes/functions_transfer.php,723,783,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0325,phpbb,phpBB/includes/functions_user.php,1,3719,sql_data_access,SQL/Data Access Region,490,,,a;active;any;appropriate;banning;database;latest;legend;log;newly;reading;the;their;user;usernames;which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0326,phpbb,phpBB/includes/functions_user.php,30,90,sql_data_access,SQL/Data Access Region,12,,,database,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0327,phpbb,phpBB/includes/functions_user.php,117,177,sql_data_access,SQL/Data Access Region,5,,,a,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0328,phpbb,phpBB/includes/functions_user.php,177,426,sql_data_access,SQL/Data Access Region,22,,,appropriate,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0329,phpbb,phpBB/includes/functions_user.php,426,771,sql_data_access,SQL/Data Access Region,45,,,active;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0330,phpbb,phpBB/includes/functions_user.php,771,894,sql_data_access,SQL/Data Access Region,17,,,banning;latest,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0331,phpbb,phpBB/includes/functions_user.php,894,1317,sql_data_access,SQL/Data Access Region,71,,,log,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0332,phpbb,phpBB/includes/functions_user.php,1317,1423,sql_data_access,SQL/Data Access Region,13,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0333,phpbb,phpBB/includes/functions_user.php,1423,1503,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0334,phpbb,phpBB/includes/functions_user.php,1503,1547,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
